Utility ID,Utility Name,County,Latitude,Longitude
17609,Southern California Edison Co,Tulare,36.486059,-118.835645
17609,Southern California Edison Co,Kern,35.776185,-118.436233
17609,Southern California Edison Co,Kern,35.460303,-118.77959
13584,NRG El Segundo Operations Inc,Los Angeles,33.7641,-118.2248
17609,Southern California Edison Co,Mono,38.042729,-119.172015
17609,Southern California Edison Co,Madera,37.220302,-119.337983
15908,"GenOn California South, LP",Ventura,34.2067,-119.2511
15908,"GenOn California South, LP",Ventura,34.1292,-119.1689
17609,Southern California Edison Co,Mono,37.944237,-119.2161
17609,Southern California Edison Co,Fresno,37.257045,-119.158936
22484,AES Redondo Beach LLC,Los Angeles,33.8504,-118.395
17609,Southern California Edison Co,Mono,37.766954,-119.123284
17609,Southern California Edison Co,San Bernardino,34.0818,-117.2418
17609,Southern California Edison Co,San Diego,33.368794,-117.554916
17609,Southern California Edison Co,San Bernardino,34.14522,-117.058481
17609,Southern California Edison Co,San Bernardino,34.107245,-117.099091
17609,Southern California Edison Co,Tulare,36.13568,-118.788868
2507,City of Burbank Water and Power,Los Angeles,34.178056,-118.315556
5571,East Bay Municipal Util Dist,Calaveras,38.2569,-120.8507
7294,City of Glendale - (CA),Los Angeles,34.1556,-118.2782
16612,City & County of San Francisco,Tuolumne,37.896649,-119.9675
16612,City & County of San Francisco,Tuolumne,37.809388,-120.299254
16612,City & County of San Francisco,Tuolumne,37.877667,-119.953233
9216,Imperial Irrigation District,Imperial,32.968889,-115.534444
9216,Imperial Irrigation District,Imperial,32.705435,-115.030975
9216,Imperial Irrigation District,Imperial,32.705428,-115.126103
9216,Imperial Irrigation District,Imperial,32.705341,-115.219067
9216,Imperial Irrigation District,Imperial,32.736642,-114.713858
9216,Imperial Irrigation District,Imperial,32.802222,-115.54
11208,Los Angeles Department of Water & Power,Inyo,37.142795,-118.324075
11208,Los Angeles Department of Water & Power,Los Angeles,34.587237,-118.656638
11208,Los Angeles Department of Water & Power,Inyo,37.437921,-118.556988
11208,Los Angeles Department of Water & Power,Inyo,36.443421,-118.04389
11208,Los Angeles Department of Water & Power,Los Angeles,34.318248,-118.494449
11208,Los Angeles Department of Water & Power,Los Angeles,34.103931,-118.413377
11208,Los Angeles Department of Water & Power,Inyo,36.109722,-117.956667
11208,Los Angeles Department of Water & Power,Los Angeles,33.7706,-118.2656
11208,Los Angeles Department of Water & Power,Los Angeles,33.764741,-118.09913
11208,Los Angeles Department of Water & Power,Mono,37.51,-118.569167
11208,Los Angeles Department of Water & Power,Inyo,37.41416,-118.523889
11208,Los Angeles Department of Water & Power,Los Angeles,34.312778,-118.492778
11208,Los Angeles Department of Water & Power,Los Angeles,33.918151,-118.427648
11208,Los Angeles Department of Water & Power,Mono,37.546036,-118.590001
11208,Los Angeles Department of Water & Power,Los Angeles,34.244991,-118.391327
12312,Merced Irrigation District,Mariposa,37.584345,-120.26859
12312,Merced Irrigation District,Mariposa,37.522065,-120.31009
13402,Nevada Irrigation District,Nevada,39.177903,-120.890856
13402,Nevada Irrigation District,Nevada,39.2184,-120.8352
13935,Oakdale&South San Joaquin Irrigation D.,Tuolumne,38.202569,-120.076983
13935,Oakdale&South San Joaquin Irrigation D.,Tuolumne,38.246656,-120.034072
13935,Oakdale&South San Joaquin Irrigation D.,Tuolumne,37.876111,-120.605
14191,South Feather Water and Power Agency,Butte,39.551012,-121.278784
14191,South Feather Water and Power Agency,Butte,39.531784,-121.491247
14191,South Feather Water and Power Agency,Butte,39.553811,-121.204077
14534,City of Pasadena - (CA),Los Angeles,34.1254,-118.148
14534,City of Pasadena - (CA),Los Angeles,34.126,-118.1494
15127,Placer County Water Agency,Placer,39.077971,-120.406069
15127,Placer County Water Agency,Placer,39.024801,-120.596383
15127,Placer County Water Agency,Placer,39.003372,-120.746651
15127,Placer County Water Agency,Placer,39.000999,-120.725053
12312,Merced Irrigation District,Merced,37.477838,-120.444492
16534,Sacramento Municipal Util Dist,El Dorado,38.82881,-120.537089
16534,Sacramento Municipal Util Dist,El Dorado,38.83405,-120.53176
16534,Sacramento Municipal Util Dist,El Dorado,38.982697,-120.324503
16534,Sacramento Municipal Util Dist,El Dorado,38.896511,-120.378292
16534,Sacramento Municipal Util Dist,El Dorado,38.765336,-120.787366
3255,California Dept. of Water Resources,San Bernardino,34.2056,-117.3344
3255,California Dept. of Water Resources,Butte,39.542985,-121.492188
3255,California Dept. of Water Resources,Butte,39.514893,-121.630077
19281,Turlock Irrigation District,Tuolumne,37.695994,-120.420152
19281,Turlock Irrigation District,Stanislaus,37.6697,-120.4436
2518,U S Bureau of Reclamation,Sacramento,38.70675,-121.158443
2518,U S Bureau of Reclamation,Shasta,40.646934,-122.626973
2518,U S Bureau of Reclamation,Shasta,40.611858,-122.446441
2518,U S Bureau of Reclamation,Sacramento,38.63735,-121.220198
2518,U S Bureau of Reclamation,Shasta,40.717455,-122.422274
2518,U S Bureau of Reclamation,Merced,37.098671,-121.047718
2518,U S Bureau of Reclamation,San Bernardino,34.295334,-114.140222
3255,California Dept. of Water Resources,Merced,37.0692,-121.0772
2518,U S Bureau of Reclamation,Shasta,40.628115,-122.467509
2518,U S Bureau of Reclamation,Trinity,40.797296,-122.762553
21140,Yuba County Water Agency,Yuba,39.330833,-121.191666
21140,Yuba County Water Agency,Yuba,39.238996,-121.270409
5969,City of Escondido - (CA),San Diego,33.166246,-117.016566
12397,Metropolitan Water District of S CA,Riverside,33.8343,-117.4971
12397,Metropolitan Water District of S CA,Riverside,33.85895,-117.6106
12397,Metropolitan Water District of S CA,Riverside,33.8361,-117.1831
12397,Metropolitan Water District of S CA,Los Angeles,34.004722,-118.09917
12397,Metropolitan Water District of S CA,Orange,33.92493,-117.95517
12397,Metropolitan Water District of S CA,San Diego,33.3944,-117.1889
12397,Metropolitan Water District of S CA,Orange,33.9001,-117.82905
19281,Turlock Irrigation District,Tuolumne,37.6508,-120.4706
7160,Geysers Power Co LLC,Lake,38.7903,-122.7559
16534,Sacramento Municipal Util Dist,Sacramento,38.340015,-121.113861
16534,Sacramento Municipal Util Dist,Placer,39.048802,-121.316966
16534,Sacramento Municipal Util Dist,El Dorado,38.850283,-120.381883
16534,Sacramento Municipal Util Dist,Sacramento,38.652731,-121.393336
5571,East Bay Municipal Util Dist,San Joaquin,38.2268,-121.0245
9216,Imperial Irrigation District,Imperial,32.711611,-114.942666
9216,Imperial Irrigation District,Imperial,32.699451,-115.28245
14328,Pacific Gas & Electric Co.,Plumas,40.07531,-121.16143
14328,Pacific Gas & Electric Co.,Placer,38.835182,-121.092982
14328,Pacific Gas & Electric Co.,Fresno,37.071846,-119.558008
14328,Pacific Gas & Electric Co.,Butte,39.893491,-121.59338
12397,Metropolitan Water District of S CA,San Bernardino,34.10345,-117.5257
16612,City & County of San Francisco,Tuolumne,37.816447,-120.312033
14191,South Feather Water and Power Agency,Butte,39.580413,-121.119479
13402,Nevada Irrigation District,Nevada,39.272108,-120.932508
13402,Nevada Irrigation District,Nevada,39.0096,-121.0591
56589,Bottle Rock Power LLC,Lake,38.8348,-122.7677
3255,California Dept. of Water Resources,Los Angeles,34.8158,-118.6867
19281,Turlock Irrigation District,Stanislaus,37.4903,-120.9044
2507,City of Burbank Water and Power,Los Angeles,34.1764,-118.3147
9216,Imperial Irrigation District,Riverside,33.6758,-116.1714
14328,Pacific Gas & Electric Co.,San Luis Obispo,35.211536,-120.855542
14328,Pacific Gas & Electric Co.,Fresno,37.029304,-118.968252
2518,U S Bureau of Reclamation,Tuolumne,37.946927,-120.528211
3255,California Dept. of Water Resources,Los Angeles,34.6853,-118.7881
54803,"Dynegy Oakland, LLC",Alameda,37.79675,-122.28185
14328,Pacific Gas & Electric Co.,Humboldt,40.741389,-124.210278
14534,City of Pasadena - (CA),Los Angeles,34.1548,-117.9093
11208,Los Angeles Department of Water & Power,Los Angeles,34.590183,-118.454676
11208,Los Angeles Department of Water & Power,Los Angeles,34.534337,-118.525113
17166,Sierra Pacific Power Co,Nevada,39.394267,-120.021732
57222,Liberty Utilities (CalPeco Electric) LLC,Placer,39.245833,-120.027222
17166,Sierra Pacific Power Co,Plumas,39.816944,-120.463333
16534,Sacramento Municipal Util Dist,El Dorado,38.86429,-120.444335
12397,Metropolitan Water District of S CA,Los Angeles,34.20795,-118.3516
12397,Metropolitan Water District of S CA,Riverside,33.8553,-117.4537
12397,Metropolitan Water District of S CA,Los Angeles,34.5148,-118.6092
12397,Metropolitan Water District of S CA,Los Angeles,34.1275,-117.7958
12397,Metropolitan Water District of S CA,Orange,33.9117,-117.8192
17609,Southern California Edison Co,Los Angeles,33.333056,-118.310278
13960,NRG Cabrillo Power Ops Inc,San Diego,32.735556,-117.208333
2518,U S Bureau of Reclamation,Sierra,39.470447,-120.10455
3255,California Dept. of Water Resources,San Bernardino,34.307444,-117.323548
3255,California Dept. of Water Resources,Butte,39.528749,-121.546359
17609,Southern California Edison Co,San Bernardino,34.088019,-117.039539
17609,Southern California Edison Co,Riverside,34.030376,-116.857142
16655,City of Santa Clara - (CA),Glenn,39.586864,-122.533248
15783,City of Redding - (CA),Shasta,40.597617,-122.538683
16655,City of Santa Clara - (CA),Tehama,39.814905,-122.332335
16655,City of Santa Clara - (CA),Santa Clara,37.401,-121.96867
16655,City of Santa Clara - (CA),Santa Clara,37.364297,-121.944238
12745,Modesto Irrigation District,Stanislaus,37.652602,-121.020397
15783,City of Redding - (CA),Shasta,40.507292,-122.423281
19281,Turlock Irrigation District,Stanislaus,37.5744,-120.985
16655,City of Santa Clara - (CA),Plumas,39.889287,-121.279173
40613,Northern California Power Agny,Sonoma,38.752,-122.7195
40613,Northern California Power Agny,Sonoma,38.7492,-122.7117
19798,City of Vernon,Los Angeles,33.9986,-118.2219
40613,Northern California Power Agny,San Joaquin,38.088138,-121.386944
40613,Northern California Power Agny,Alameda,37.7886,-122.2889
40613,Northern California Power Agny,San Joaquin,38.146571,-121.300541
16295,City of Roseville - (CA),Placer,38.810677,-121.323807
19397,City of Ukiah - (CA),Mendocino,39.197222,-123.185556
61958,"Hydro Sierra Energy, LLC",Yuba,39.53,-121.095833
16534,Sacramento Municipal Util Dist,Solano,38.116415,-121.769031
16534,Sacramento Municipal Util Dist,Sacramento,38.445681,-121.462387
16534,Sacramento Municipal Util Dist,Sacramento,38.530943,-121.400128
16534,Sacramento Municipal Util Dist,Sacramento,38.511,-121.4735
22776,Solano Irrigation District,Solano,38.513056,-122.104444
590,City of Anaheim - (CA),Orange,33.853542,-117.856286
9216,Imperial Irrigation District,Imperial,32.9553,-115.5364
10325,Kings River Conservation Dist,Fresno,36.8326,-119.327
14328,Pacific Gas & Electric Co.,Kern,35.44072,-118.796498
12397,Metropolitan Water District of S CA,Riverside,33.6808,-117.0698
2507,City of Burbank Water and Power,Los Angeles,34.1772,-118.3147
15908,"GenOn California South, LP",Santa Barbara,34.431419,-119.900055
9397,International Turbine Res Inc,Merced,37.0478,-121.1708
5901,Encina Joint Powers Authority,San Diego,33.1165,-117.3215
61279,"HH Management, LLC",Riverside,33.9447,-116.6222
3028,Calpine Gilroy Cogen LP,Santa Clara,37.0001,-121.5367
10077,Kaweah Delta Hospital,Tulare,36.3275,-119.2947
10810,LAX Airport,Los Angeles,33.943965,-118.40425
54788,DG Fairhaven Power LLC,Humboldt,40.7995,-124.2028
11217,Los Angeles County Sanitation,Los Angeles,33.9949,-118.1538
11217,Los Angeles County Sanitation,Los Angeles,33.7683,-118.2836
15743,Frito-Lay Inc,Kern,35.395063,-119.321633
7726,Sharp Grossmont Hospital,San Diego,32.77973,-117.006397
8787,Humboldt Bay Mun Water Dist,Trinity,40.37,-123.4347
9439,Isabella Partners,Kern,35.6439,-118.4822
17164,Sierra Pacific Industries Inc,Placer,38.9032,-121.3097
20323,"Wellhead Energy, LLC",Fresno,36.617022,-120.099846
5093,Desert Water Agency,Riverside,33.934725,-116.640548
3084,Carson Cogeneration Co,Los Angeles,33.8759,-118.2491
3476,DTE San Diego COGEN Inc.,San Diego,32.7992,-117.1517
2719,CalWind Resources Inc,Kern,35.060556,-118.389722
7160,Geysers Power Co LLC,Lake,38.7881,-122.7219
11161,Loma Linda University,San Bernardino,34.050391,-117.248417
3452,Chevron USA Inc-El Segundo,Los Angeles,33.9058,-118.4031
11278,Lower Tule River Irrgtn Dist,Tulare,36.058635,-118.924097
56531,EIF Haypress LLC,Sierra,39.565677,-120.581684
2848,California Institute-Technology,Los Angeles,34.138467,-118.1256
1678,Big Creek Water Works Ltd,Trinity,40.646733,-123.498008
56497,Big Valley Power (BVP) LLC,Lassen,41.1325,-121.137222
2938,Calpine King City Cogen LLC,Monterey,36.225,-121.1278
3998,Desert View Power Inc,Riverside,33.586,-116.0873
6659,Foster Wheeler Power Sys Inc,Contra Costa,38.0244,-122.0589
59879,Greenleaf Energy LLC,Sutter,39.1365,-121.6397
59879,Greenleaf Energy LLC,Sutter,39.052922,-121.696072
57223,Sycamore Energy 1 LLC,San Diego,32.857709,-117.028847
25049,Gas Recovery Systems Inc,Santa Clara,37.4567,-121.9419
25049,Gas Recovery Systems Inc,Napa,38.1419,-122.2439
10337,KES Kingsburg LP,Fresno,36.5397,-119.5794
22091,New-Indy Ontario LLC,San Bernardino,34.045361,-117.540193
60246,"Sunray Energy 2, LLC",San Bernardino,34.863356,-116.827627
60247,Sunray Energy 3 LLC,San Bernardino,34.863356,-116.827627
55711,FPL Energy Operating Services Inc - SEGS,San Bernardino,35.00694,-117.555768
55711,FPL Energy Operating Services Inc - SEGS,San Bernardino,35.012166,-117.555672
55711,FPL Energy Operating Services Inc - SEGS,San Bernardino,35.01948,-117.55553
55711,FPL Energy Operating Services Inc - SEGS,San Bernardino,35.020981,-117.566079
55711,FPL Energy Operating Services Inc - SEGS,San Bernardino,35.014836,-117.565903
61950,Terra-Gen Operating Co-Solar,San Bernardino,35.0308,-117.3563
61950,Terra-Gen Operating Co-Solar,San Bernardino,35.033,-117.338
11556,Brookfield Energy Marketing LP,LASSEN,40.976389,-121.255833
7160,Geysers Power Co LLC,Lake,38.762968,-122.692915
11217,Los Angeles County Sanitation,Los Angeles,34.0408,-117.8217
11217,Los Angeles County Sanitation,Los Angeles,34.0233,-118.0241
11217,Los Angeles County Sanitation,Los Angeles,33.792778,-118.35
11216,Los Angeles County,Los Angeles,34.463896,-118.593991
34691,Ormat Nevada Inc,Mono,37.6455,-118.9096
34691,Ormat Nevada Inc,Mono,37.6451,-118.9143
34691,Ormat Nevada Inc,Mono,37.6464,-118.9092
10203,Kern River Cogeneration Co,Kern,35.4515,-118.9849
12449,Mid Set Cogeneration Co,Kern,35.19456,-119.57097
55850,Thermal Energy Development Part LP,San Joaquin,37.719939,-121.48867
16732,San Jose State University Fclts Dev &Ops,Santa Clara,37.336113,-121.878332
2770,Terra-Gen Operating Co-Wind,Kern,35.075,-118.3158
2770,Terra-Gen Operating Co-Wind,Kern,35.0697,-118.3167
2674,Tesoro Refining & Marketing Company LLC,Los Angeles,33.77697,-118.22821
11216,Los Angeles County,Los Angeles,34.0564,-118.2436
49899,CalEnergy Operating Corporation,Imperial,33.1779,-115.565
49899,CalEnergy Operating Corporation,Imperial,33.1646,-115.616
49899,CalEnergy Operating Corporation,Imperial,33.1777,-115.6033
60662,WCAC Operating Company,Riverside,33.8827,-117.5565
56888,Brea Generation LLC,Orange,33.9056,-117.8439
60662,WCAC Operating Company,Kern,35.419181,-118.926643
60662,WCAC Operating Company,Kern,35.483736,-119.029856
2565,North American Energy Services,Shasta,40.879719,-121.720342
3953,Collins Pine Co,Plumas,40.303422,-121.244431
178,CES Placerita Inc,Los Angeles,34.3801,-118.4999
49968,Searles Valley Minerals Operations Inc.,San Bernardino,35.765,-117.3833
49968,Searles Valley Minerals Operations Inc.,San Bernardino,35.7075,-117.3956
17725,Snow Mountain Hydro LLC,Shasta,40.8579,-121.7225
17725,Snow Mountain Hydro LLC,Shasta,40.8713,-121.9487
17725,Snow Mountain Hydro LLC,Shasta,40.7576,-121.4145
17725,Snow Mountain Hydro LLC,Tehama,40.4579,-121.8427
16630,San Gorgonio Farms Inc,Riverside,33.92194,-116.56222
9948,"Kyocrea International, Ind",San Diego,32.819675,-117.140548
20323,"Wellhead Energy, LLC",Santa Barbara,34.94434,-120.45791
12869,Monterey Regional Waste Mgmt,Monterey,36.7131,-121.7686
49899,CalEnergy Operating Corporation,Imperial,33.158153,-115.638656
34691,Ormat Nevada Inc,Imperial,32.7757,-115.2637
56120,Blue Lake Power LLC,Humboldt,40.8786,-123.9942
15986,Rio Bravo Fresno,Fresno,36.688915,-119.723218
16077,Rio Bravo Rocklin,Placer,38.8319,-121.313652
5533,"EF Oxnard, LLC",Ventura,34.1958,-119.1664
56866,HL Power Company,Lassen,40.368338,-120.264848
745,Applied Energy Inc,San Diego,32.7353,-117.2083
745,Applied Energy Inc,San Diego,32.679269,-117.122447
745,Applied Energy Inc,San Diego,32.70516,-117.189665
57170,"EDF Renewable Asset Holdings, Inc.",Alameda,37.7581,-121.5253
54806,DTE Energy Services-Woodland,Yolo,38.6905,-121.7371
55989,Covanta Mendota LP,Fresno,36.755896,-120.365422
56099,Covanta Delano Inc,Kern,35.7144,-119.2337
4397,Coso Operating Co LLC,Inyo,36.0372,-117.7981
4397,Coso Operating Co LLC,Inyo,36.0192,-117.7917
4397,Coso Operating Co LLC,Inyo,36.0019,-117.7886
49899,CalEnergy Operating Corporation,Imperial,33.158,-115.6475
49899,CalEnergy Operating Corporation,Imperial,33.1589,-115.6455
12239,Mega Renewables,Shasta,40.8014,-121.4481
16997,Shasta Hydroelectric Inc,Shasta,40.882061,-121.948353
12239,Mega Renewables,Shasta,40.874144,-121.920428
11216,Los Angeles County,Los Angeles,34.326242,-118.44477
58661,"Sustainable Power Group, LLC",San Joaquin,37.7392,-121.4322
60662,WCAC Operating Company,Kern,35.0968,-119.4299
30347,Olcese Water District,Kern,35.43,-118.8222
60153,Mendocino Forest Products,Humboldt,40.4728,-124.1014
16625,San Diego State University,San Diego,32.778225,-117.070114
22142,Santa Cruz Cogeneration Assoc,Santa Cruz,36.9997,-122.0622
7160,Geysers Power Co LLC,Lake,38.7879,-122.7434
19532,United Water Conservation Dist,Ventura,34.461667,-118.7511
24010,University of San Francisco,San Francisco,37.77656,-122.451878
17164,Sierra Pacific Industries Inc,Shasta,40.8767,-121.7016
61379,ARP-Loyalton Cogen LLC        ,Sierra,39.6699,-120.2394
17164,Sierra Pacific Industries Inc,Plumas,39.941165,-120.909211
22669,U S Borax Inc,Kern,35.0329,-117.701
4208,Phillips 66 Company,Contra Costa,38.0417,-122.2583
22079,Yolo County Flood Control WCD,Lake,38.923556,-122.56668
22079,Yolo County Flood Control WCD,Lake,39.0788,-122.535556
3852,Coalinga Cogeneration Co,Fresno,36.1807,-120.3885
18390,Sycamore Cogeneration Co,Kern,35.452577,-118.985313
16713,Santa Fe Irrigation District,San Diego,33.051,-117.175
15320,Praxair Inc,Los Angeles,33.78856,-118.229392
3663,CHI-West Inc,Shasta,40.534454,-121.959109
1569,Berry Petroleum Co,Kern,35.093046,-119.443617
58896,Siskiyou Power Authority,Siskiyou,41.2792,-122.3292
60821,Olsen Power Partners,Shasta,40.670536,-121.890645
1058,B Braun Medical Inc,Orange,33.688721,-117.834793
49899,CalEnergy Operating Corporation,Imperial,33.1633,-115.6167
867,ARCO Products Co-Watson,Los Angeles,33.816647,-118.244841
19281,Turlock Irrigation District,Stanislaus,37.860653,-120.879153
19281,Turlock Irrigation District,Stanislaus,37.830378,-120.806972
13353,Nelson Creek Power Inc,Shasta,41.028893,-121.892351
22045,Oxnard City of,Ventura,34.140501,-119.184529
22635,San Gabriel Valley Mun Wtr Dt,Los Angeles,34.124171,-117.805091
16583,San Antonio Regional Hospital,San Bernardino,34.1019,-117.6381
6529,Exxon Mobil Production Co,Santa Barbara,34.464819,-120.044365
20707,Wintec Energy Ltd,Riverside,33.9131,-116.5631
16630,San Gorgonio Farms Inc,Riverside,33.926111,-116.615
19946,Wadham Energy Ltd Partners,Colusa,39.1062,-122.1096
20541,Wheelabrator Environmental Systems,Shasta,40.4352,-122.2704
60134,AltaGas Ripon Energy Inc.,San Joaquin,37.732533,-121.116006
54736,AltaGas Pomona Energy Inc.,Los Angeles,34.059444,-117.774167
26287,Madera-Chowchilla Power Auth,Madera,37.056803,-119.899706
8530,HYPOWER INC,Butte,39.869284,-121.631865
12850,Monterey Cnty Water Res Agency,San Luis Obispo,35.798576,-120.883331
55960,Mesquite Lake Energy Park,Imperial,32.903826,-115.511949
30076,Calleguas Mun Water District,Los Angeles,34.2619,-118.6242
20791,Windland Inc,Kern,35.0522,-118.3581
4208,Phillips 66 Company,Contra Costa,38.018056,-122.2344
25438,Friant Power Authority,Fresno,36.997694,-119.703451
19560,Tri-Dam Power Authority,Tuolumne,38.1861,-120.15
